submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
01/25/2021,NE,"187,923",,,646,0,"1,894",,,15,0,01/27/2021 12:00:00 AM,Not agree,Not agree
02/02/2021,IL,"1,130,917","1,130,917",0,2304,0,"21,336","19,306","2,030",63,16,02/03/2021 02:55:58 PM,Agree,Agree
07/30/2020,ME,"3,910","3,497",413,22,2,123,122,1,2,0,07/31/2020 02:35:06 PM,Agree,Agree
05/03/2020,NH,"2,518",,,89,0,86,,,2,0,05/04/2020 10:49:24 PM,Not agree,Not agree
12/04/2020,IN,"367,338",,,7899,0,"7,031","6,746",285,91,1,12/04/2020 12:00:00 AM,Not agree,Agree
05/04/2020,IN,"20,507",,,574,0,"1,411","1,278",133,37,0,05/04/2020 12:00:00 AM,Not agree,Agree
02/02/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/27/2020,CA,"2,319,593","2,249,322","70,271",13613,664,"29,708",,,570,0,12/28/2020 12:00:00 AM,Agree,Not agree
05/15/2020,CT,"36,085","34,059","2,026",621,-11,"3,285","2,524",761,66,8,05/16/2020 03:46:44 PM,Agree,Agree
05/31/2021,NV,"324,132",,,128,0,"5,586",,,0,0,06/01/2021 03:18:33 PM,,
03/07/2021,NE,"203,157",,,374,0,"2,113",,,0,0,03/09/2021 12:00:00 AM,Not agree,Not agree
06/09/2021,ND,"110,351","101,268","9,083",53,16,"1,517",,,0,0,06/10/2021 02:48:23 PM,Agree,Not agree
05/11/2020,CT,"33,765","31,955","1,810",211,-30,"3,008","2,294",714,41,-10,05/12/2020 05:26:08 PM,Agree,Agree
09/13/2020,MO,"108,944",,,663,18,"2,132",,,19,0,09/15/2020 12:00:00 AM,Not agree,Not agree
06/23/2020,MD,"65,337",,,330,0,"3,218","3,088",130,15,0,06/25/2020 12:00:00 AM,N/A,Agree
07/06/2020,DE,"12,583","11,656",927,119,0,514,457,57,2,0,07/08/2020 12:00:00 AM,Agree,Agree
05/01/2021,IL,"1,337,868","1,337,868",0,2813,0,"24,330","21,992","2,338",39,7,05/02/2021 02:13:07 PM,Agree,Agree
02/24/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
10/05/2020,WI,"141,655","134,359","7,296",1727,31,"1,392","1,381",11,4,0,10/06/2020 01:33:58 PM,Agree,Agree
04/24/2020,ME,965,965,0,28,0,47,47,0,3,0,05/25/2020 03:38:40 PM,Agree,Agree
02/14/2021,GU,"7,699",,,10,0,130,,,0,0,02/15/2021 02:46:24 PM,Not agree,Not agree
03/13/2020,VT,2,,,0,0,0,,,0,0,03/15/2020 12:00:00 AM,Not agree,Not agree
07/09/2021,MO,"631,603",,,1639,472,"9,387",,,4,0,07/10/2021 02:17:36 PM,Not agree,Not agree
08/23/2020,IL,"221,595","220,178","1,417",1893,0,"8,089","7,880",209,6,0,08/24/2020 01:54:34 PM,Agree,Agree
11/19/2020,MI,"423,621","388,797","34,824",6304,384,"9,011","8,600",411,93,3,11/20/2020 12:00:00 AM,Agree,Agree
08/08/2020,NV,"55,644",,,887,1,977,,,30,1,08/09/2020 02:03:10 PM,,
03/21/2021,VI,"2,858",,,6,0,25,,,0,0,03/22/2021 01:57:09 PM,,
05/09/2021,MI,"974,134","873,038","101,096",1301,175,"19,723","18,541","1,182",58,1,05/10/2021 12:00:00 AM,Agree,Agree
03/08/2021,CA,"3,673,952","3,534,725","139,227",2378,197,"59,999",,,101,0,03/09/2021 12:00:00 AM,Agree,Not agree
09/22/2020,CA,"810,080","804,380","5,700",2204,44,"16,351",,,71,0,09/23/2020 12:00:00 AM,Agree,Not agree
07/06/2021,WI,"678,048","613,152","64,896",40,5,"8,144","7,323",821,0,0,07/07/2021 02:48:49 PM,Agree,Agree
10/27/2020,CA,"937,908","928,857","9,051",3008,109,"18,170",,,45,0,10/28/2020 12:00:00 AM,Agree,Not agree
08/29/2020,VT,"1,464",,,12,0,57,,,0,0,08/31/2020 12:00:00 AM,Not agree,Not agree
01/24/2021,CA,"3,343,884","3,224,337","119,547",20962,"1,148","47,638",,,545,0,01/25/2021 12:00:00 AM,Agree,Not agree
02/11/2021,MO,"540,239",,,1007,270,"8,330",,,19,0,02/13/2021 12:00:00 AM,Not agree,Not agree
06/25/2021,NE,"224,270",,,44,0,"2,259",,,0,0,06/26/2021 02:17:39 PM,Not agree,Not agree
01/01/2021,CA,"2,561,950","2,480,090","81,860",56643,"2,552","32,704",,,619,0,01/02/2021 12:00:00 AM,Agree,Not agree
10/20/2020,MD,"137,236",,,492,0,"4,198","4,041",157,12,0,10/22/2020 12:00:00 AM,N/A,Agree
01/19/2021,NC,"717,877","635,424","82,453",37438,"17,114","9,768","8,803",965,1657,326,01/19/2021 12:00:00 AM,Agree,Agree
04/23/2020,DE,"3,579","3,529",50,143,1,100,90,10,8,0,06/03/2021 01:36:29 PM,Agree,Agree
03/15/2021,NV,"299,471",,,184,0,"5,121",,,3,0,03/16/2021 02:12:32 PM,,
09/27/2020,AL,"165,253","141,879","23,374",593,110,"3,922","3,407",515,17,7,09/29/2020 12:00:00 AM,Agree,Agree
11/03/2020,ND,"48,301","48,301",0,1114,0,568,,,12,0,11/04/2020 03:03:00 PM,Agree,Not agree
07/21/2021,AL,"565,507","433,891","131,616",1567,485,"11,466","9,148","2,318",6,-1,07/22/2021 03:06:50 PM,Agree,Agree
06/23/2020,WI,"28,127","25,331","2,796",289,26,757,750,7,6,1,06/24/2020 03:03:27 PM,Agree,Agree
03/26/2020,NH,158,,,21,,1,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/13/2021,MD,"370,983",,,847,0,"8,020","7,820",200,26,0,02/15/2021 12:00:00 AM,N/A,Agree
04/12/2021,CA,"3,760,790","3,614,532","146,258",1974,161,"62,031",,,34,0,04/13/2021 12:00:00 AM,Agree,Not agree
07/11/2020,MI,"138,628","125,788","12,840",900,83,"6,402","6,093",309,9,1,07/12/2020 12:00:00 AM,Agree,Agree
05/30/2021,DE,"108,846","101,377","7,469",46,6,"1,661","1,519",142,0,0,06/01/2021 12:00:00 AM,Agree,Agree
05/27/2021,CT,"347,137","317,892","29,245",157,35,"8,230","6,771","1,459",3,2,05/28/2021 01:29:21 PM,Agree,Agree
04/04/2021,MI,"820,063","737,683","82,380",4607,600,"17,482","16,429","1,053",48,2,04/05/2021 12:00:00 AM,Agree,Agree
09/24/2020,GU,"2,286",,,23,0,39,,,1,0,09/25/2020 01:54:10 PM,Not agree,Not agree
02/06/2020,VT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/31/2020,NV,"69,484",,,320,0,"1,334",,,3,0,09/01/2020 02:09:34 PM,,
04/04/2021,MT,"105,142","97,760","7,382",105,8,"1,466","1,466",0,1,0,04/05/2021 01:43:02 PM,Agree,Agree
07/20/2020,NV,"36,925",,,948,0,674,,,1,0,07/21/2020 02:50:17 PM,,
06/26/2020,NH,"5,638",,,0,0,357,,,0,0,06/27/2020 05:51:58 PM,Not agree,Not agree
06/19/2021,VI,"3,770",,,2,0,30,,,0,0,06/19/2021 12:00:00 AM,,
07/08/2020,IL,"150,554","149,432","1,122",980,0,"7,309","7,099",210,36,0,07/09/2020 03:14:15 PM,Agree,Agree
04/01/2020,NV,"1,279",,,166,,32,,,6,,03/31/2020 04:22:39 PM,,
01/04/2021,VT,"7,374",,,78,3,152,,,3,0,01/06/2021 12:00:00 AM,Not agree,Not agree
06/12/2021,MD,"461,265",,,82,0,"9,686","9,466",220,3,1,06/13/2021 01:40:53 PM,N/A,Agree
06/22/2021,NH,"99,348",,,19,0,"1,368",,,1,0,06/23/2021 03:24:06 PM,Not agree,Not agree
08/05/2020,NH,"6,719",,,26,0,418,,,0,0,08/06/2020 02:12:27 PM,Not agree,Not agree
07/19/2020,ND,"5,126","5,126",0,107,0,93,,,1,0,07/20/2020 02:35:44 PM,Agree,Not agree
01/25/2021,NH,"62,768",,,431,123,990,,,3,1,01/26/2021 02:46:01 PM,Not agree,Not agree
07/11/2021,WA,"456,173",,,535,66,"5,999",,,1,0,07/12/2021 02:22:55 PM,N/A,N/A
03/21/2020,MS,912,893,19,98,1,78,77,1,8,0,03/23/2020 12:00:00 AM,Agree,Agree
06/26/2020,MD,"66,450",,,335,0,"3,261","3,129",132,14,0,06/28/2020 12:00:00 AM,N/A,Agree
08/22/2020,WI,"74,726","70,009","4,717",975,25,"1,089","1,081",8,14,1,08/23/2020 02:15:28 PM,Agree,Agree
07/21/2020,MO,"45,475",,,1216,13,"1,271",,,16,0,07/23/2020 12:00:00 AM,Not agree,Not agree
06/08/2021,NE,"223,714",,,29,0,"2,256",,,2,0,06/09/2021 02:26:44 PM,Not agree,Not agree
07/17/2021,GU,"8,477",,,0,0,142,,,0,0,07/19/2021 01:20:07 PM,Not agree,Not agree
06/22/2021,ID,"194,367","155,576","38,791",118,31,"2,140","1,865",275,4,2,06/23/2021 03:24:06 PM,Agree,Agree
12/25/2020,IL,"930,849","930,849",0,5742,0,"17,154","15,799","1,355",194,38,12/26/2020 02:34:18 PM,Agree,Agree
09/07/2020,GU,"1,619",,,0,0,14,,,0,0,09/08/2020 02:47:00 PM,Not agree,Not agree
05/02/2020,NC,"12,398","12,391",7,449,0,464,464,0,17,0,05/02/2020 12:00:00 AM,Agree,Agree
05/22/2021,MO,"596,262",,,293,83,"9,006",,,0,0,05/23/2021 01:37:59 PM,Not agree,Not agree
03/06/2020,NE,1,,,1,,0,,,0,,03/08/2020 12:00:00 AM,Not agree,Not agree
03/25/2020,CT,875,,,257,,19,,,7,,03/26/2020 04:22:39 PM,Agree,Agree
05/03/2020,VI,66,,,0,0,4,,,0,0,05/04/2020 10:49:24 PM,,
07/31/2020,MO,"55,735",,,1014,17,"1,395",,,14,0,08/02/2020 12:00:00 AM,Not agree,Not agree
03/29/2020,CT,"1,993",,,469,,34,,,1,,03/28/2020 04:22:39 PM,Agree,Agree
09/26/2020,DE,"20,389","19,355","1,034",101,0,633,556,77,2,0,09/28/2020 12:00:00 AM,Agree,Agree
09/23/2020,IN,"113,337",,,711,0,"3,751","3,525",226,15,0,09/23/2020 12:00:00 AM,Not agree,Agree
07/25/2020,NC,"118,772","117,943",829,2002,55,"1,941","1,939",2,22,0,07/25/2020 12:00:00 AM,Agree,Agree
05/03/2021,ND,"107,912","99,606","8,306",149,89,"1,494",,,0,0,05/04/2021 02:00:10 PM,Agree,Not agree
05/27/2020,VI,69,,,0,0,6,,,0,0,05/28/2020 03:12:25 PM,,
04/16/2021,IL,"1,296,381","1,296,381",0,3866,0,"23,920","21,630","2,290",24,3,04/17/2021 01:58:33 PM,Agree,Agree
02/21/2020,IN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
02/06/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/08/2020,NC,"183,823","180,179","3,644",758,41,"3,206","3,188",18,30,1,09/08/2020 12:00:00 AM,Agree,Agree
06/16/2021,DE,"109,418","101,852","7,566",-3,-9,"1,679","1,536",143,0,0,06/17/2021 02:38:09 PM,Agree,Agree
01/10/2021,GU,"7,399",,,0,0,124,,,0,0,01/11/2021 03:01:02 PM,Not agree,Not agree
02/20/2021,NV,"290,671",,,371,0,"4,868",,,37,0,02/21/2021 02:57:50 PM,,
08/31/2020,MI,"204,817","185,901","18,916",1404,128,"6,838","6,519",319,11,1,09/01/2020 12:00:00 AM,Agree,Agree
10/08/2020,MT,"16,677","16,677",0,614,0,197,197,0,4,0,10/09/2020 01:43:36 PM,Agree,Agree
05/06/2020,NE,"6,771",,,333,0,86,,,4,0,05/08/2020 12:00:00 AM,Not agree,Not agree
07/04/2020,MI,"129,226","117,344","11,882",532,46,"6,346","6,039",307,10,0,07/05/2020 12:00:00 AM,Agree,Agree
06/09/2020,AL,"27,528","26,543",985,735,31,"1,005",938,67,16,3,06/11/2020 12:00:00 AM,Agree,Agree
03/15/2020,CA,"4,067","4,042",25,567,1,158,,,1,0,03/16/2020 12:00:00 AM,Agree,Not agree
10/08/2020,NC,"229,933","222,362","7,571",2159,247,"4,018","3,964",54,26,0,10/08/2020 12:00:00 AM,Agree,Agree
05/27/2020,MD,"49,709",,,1286,0,"2,536","2,419",117,43,0,05/29/2020 12:00:00 AM,N/A,Agree
02/24/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/02/2021,NV,"304,454",,,342,0,"5,260",,,4,0,04/03/2021 01:51:09 PM,,
10/14/2020,NH,"9,349",,,70,27,458,,,2,1,10/15/2020 01:30:46 PM,Not agree,Not agree
05/13/2021,NH,"97,304",,,211,56,"1,326",,,4,1,05/14/2021 02:07:22 PM,Not agree,Not agree
05/05/2021,MT,"109,455","99,329","10,126",140,25,"1,578","1,578",0,1,0,05/06/2021 02:14:04 PM,Agree,Agree
06/10/2020,ID,"3,260","2,947",313,40,7,85,65,20,0,0,06/11/2020 02:48:51 PM,Agree,Agree
07/16/2020,MI,"146,273","132,739","13,534",1647,178,"6,430","6,119",311,7,0,07/17/2020 12:00:00 AM,Agree,Agree
03/10/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/16/2020,MO,"18,244",,,458,5,"1,013",,,9,0,06/18/2020 12:00:00 AM,Not agree,Not agree
09/15/2020,MD,"117,888",,,643,0,"3,977","3,823",154,9,0,09/17/2020 12:00:00 AM,N/A,Agree
09/23/2020,MS,"97,783","89,807","7,976",571,158,"3,187","2,909",278,19,2,09/25/2020 12:00:00 AM,Agree,Agree
03/17/2021,NE,"205,669",,,325,0,"2,130",,,1,0,03/19/2021 12:00:00 AM,Not agree,Not agree
10/11/2020,CA,"876,974","869,674","7,300",3631,88,"17,456",,,51,0,10/12/2020 12:00:00 AM,Agree,Not agree
01/23/2021,MS,"266,907","170,194","96,713",1120,650,"6,489","4,631","1,858",17,10,01/25/2021 12:00:00 AM,Agree,Agree
04/09/2020,ND,269,,,18,,5,,,1,,04/08/2020 04:22:39 PM,Agree,Not agree
11/08/2020,WA,"120,327",,,1450,38,"2,439",,,0,0,11/10/2020 12:00:00 AM,N/A,N/A
02/03/2020,IN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
06/02/2021,MI,"995,930","891,387","104,543",383,71,"20,659","19,432","1,227",28,3,06/03/2021 12:00:00 AM,Agree,Agree
07/16/2020,MO,"40,666",,,1061,15,"1,216",,,7,0,07/18/2020 12:00:00 AM,Not agree,Not agree
03/29/2021,MD,"409,978",,,902,0,"8,790","8,584",206,9,0,03/31/2021 12:00:00 AM,N/A,Agree
12/17/2020,GU,"7,193",,,10,1,119,,,0,0,12/18/2020 02:45:01 PM,Not agree,Not agree
10/02/2020,MS,"102,752","93,233","9,519",596,207,"3,273","2,978",295,12,2,10/04/2020 12:00:00 AM,Agree,Agree
01/22/2020,CA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/19/2020,MT,478,478,0,8,0,16,16,0,0,0,05/20/2020 03:28:26 PM,Agree,Agree
02/25/2021,ND,"99,711","94,530","5,181",90,19,"1,442",,,1,0,02/26/2021 03:02:41 PM,Agree,Not agree
12/17/2020,ID,"126,878","105,898","20,980",1426,281,"1,259","1,121",138,28,11,12/18/2020 02:45:01 PM,Agree,Agree
08/29/2020,MS,"85,396","80,337","5,059",359,73,"2,839","2,646",193,12,1,08/31/2020 12:00:00 AM,Agree,Agree
10/18/2020,ID,"53,092","47,175","5,917",510,89,528,486,42,-1,0,10/19/2020 02:06:44 PM,Agree,Agree
02/16/2021,IN,"651,307",,,890,0,"12,559","12,168",391,33,2,02/16/2021 12:00:00 AM,Not agree,Agree
08/14/2020,NE,"29,988",,,328,0,361,,,1,0,08/16/2020 12:00:00 AM,Not agree,Not agree
12/16/2020,NV,"194,098",,,2366,0,"2,653",,,57,0,12/17/2020 02:33:42 PM,,
07/04/2020,MS,"35,561","35,032",529,436,23,"1,495","1,462",33,21,2,07/06/2020 12:00:00 AM,Agree,Agree
03/22/2020,MO,488,,,75,0,5,,,2,0,03/24/2020 12:00:00 AM,Not agree,Not agree
02/08/2021,MS,"285,213","178,746","106,467",903,447,"6,807","4,770","2,037",20,16,02/10/2021 12:00:00 AM,Agree,Agree
10/15/2020,MS,"111,636","99,263","12,373",981,315,"3,471","3,122",349,24,5,10/17/2020 12:00:00 AM,Agree,Agree
10/29/2020,MI,"301,171","273,396","27,775",3644,252,"7,729","7,366",363,24,2,10/30/2020 12:00:00 AM,Agree,Agree
05/23/2021,VT,"22,551",,,22,0,248,,,0,0,05/25/2021 12:00:00 AM,Not agree,Not agree
12/21/2020,MI,"561,949","516,663","45,286",3265,328,"12,866","12,161",705,126,9,12/22/2020 12:00:00 AM,Agree,Agree
01/30/2021,MI,"651,455","594,925","56,530",1160,222,"15,773","14,830",943,39,4,01/31/2021 12:00:00 AM,Agree,Agree
06/05/2021,MT,"112,299","101,253","11,046",39,99,"1,632","1,632",0,0,0,06/06/2021 01:36:52 PM,Agree,Agree
07/24/2021,NC,"1,033,743","876,480","157,263",1814,327,"13,572","11,960","1,612",2,-1,07/26/2021 01:16:36 PM,Agree,Agree
06/12/2021,MI,"998,353","893,378","104,975",157,29,"20,871","19,623","1,248",21,0,06/13/2021 12:00:00 AM,Agree,Agree
02/10/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/19/2021,NC,"993,594","847,383","146,211",1035,230,"13,214","11,652","1,562",13,1,05/19/2021 12:00:00 AM,Agree,Agree
10/30/2020,VT,"2,000",,,19,2,57,,,0,0,11/01/2020 12:00:00 AM,Not agree,Not agree
12/02/2020,CT,"121,426","113,468","7,958",2672,229,"5,091","4,088","1,003",51,8,12/03/2020 03:21:08 PM,Agree,Agree
12/14/2020,ID,"122,217","102,340","19,877",1038,175,"1,194","1,075",119,19,2,12/15/2020 02:39:02 PM,Agree,Agree
11/17/2020,MO,"286,337",,,5853,568,"4,293",,,62,0,11/19/2020 12:00:00 AM,Not agree,Not agree
06/05/2020,WI,"20,249","20,249",0,357,0,633,633,0,7,0,06/06/2020 02:31:37 PM,Agree,Agree
07/05/2020,MI,"129,923","117,980","11,943",697,61,"6,352","6,044",308,6,1,07/06/2020 12:00:00 AM,Agree,Agree
08/01/2020,WI,"58,058","54,002","4,056",1124,62,954,947,7,13,0,08/02/2020 02:54:37 PM,Agree,Agree
09/13/2020,IL,"263,466","261,371","2,095",1462,0,"8,541","8,309",232,14,0,09/14/2020 02:01:21 PM,Agree,Agree
06/02/2020,AL,"23,425","22,568",857,580,10,902,842,60,21,4,06/04/2020 12:00:00 AM,Agree,Agree
07/28/2020,WI,"54,064","50,179","3,885",783,21,913,906,7,13,0,07/29/2020 02:34:46 PM,Agree,Agree
08/20/2020,VI,869,,,41,0,10,,,1,0,08/21/2020 02:27:34 PM,,
05/18/2021,NC,"992,559","846,578","145,981",1259,320,"13,201","11,640","1,561",9,1,05/18/2021 12:00:00 AM,Agree,Agree
06/13/2021,NV,"327,432",,,146,0,"5,622",,,0,0,06/14/2021 03:07:59 PM,,
04/04/2020,VT,427,,,63,0,20,,,2,0,04/06/2020 12:00:00 AM,Not agree,Not agree
03/01/2021,CT,"282,626","263,448","19,178",2680,284,"7,651","6,280","1,371",29,3,03/02/2021 02:54:47 PM,Agree,Agree
03/16/2021,WA,"350,995",,,653,126,"5,149",,,14,0,03/18/2021 12:00:00 AM,N/A,N/A
07/09/2021,GU,"8,438",,,7,0,141,,,0,0,07/10/2021 02:17:36 PM,Not agree,Not agree
11/15/2020,NV,"120,183",,,1177,0,"1,909",,,1,0,11/16/2020 06:40:02 PM,,
02/04/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
05/26/2021,ID,"191,738","153,449","38,289",192,42,"2,088","1,820",268,1,0,05/27/2021 01:41:41 PM,Agree,Agree
12/31/2020,ID,"141,077","116,717","24,360",1213,346,"1,436","1,269",167,33,4,01/01/2021 02:49:07 PM,Agree,Agree
05/15/2021,NE,"222,423",,,44,0,"2,257",,,-29,0,05/17/2021 12:00:00 AM,Not agree,Not agree
04/10/2020,VT,631,,,47,0,26,,,2,0,04/12/2020 12:00:00 AM,Not agree,Not agree
01/16/2021,MS,"255,313","165,324","89,989",1628,"1,026","6,282","4,530","1,752",40,16,01/18/2021 12:00:00 AM,Agree,Agree
06/16/2021,MO,"608,446",,,724,242,"9,227",,,3,0,06/17/2021 02:38:09 PM,Not agree,Not agree
06/18/2021,MS,"320,389","196,116","124,273",102,33,"7,424","5,120","2,304",1,0,06/20/2021 12:00:00 AM,Agree,Agree
02/05/2021,VT,"11,658",,,102,3,184,,,1,0,02/07/2021 12:00:00 AM,Not agree,Not agree
06/28/2020,ID,"5,319","4,790",529,0,0,91,71,20,0,0,06/29/2020 02:37:31 PM,Agree,Agree
09/28/2020,ME,"5,337","4,777",560,37,15,140,139,1,0,0,09/29/2020 01:50:42 PM,Agree,Agree
05/26/2020,WI,"15,863","15,863",0,279,0,517,517,0,3,0,05/27/2020 03:37:59 PM,Agree,Agree
04/30/2020,NE,"4,281",,,497,0,70,,,2,0,05/02/2020 12:00:00 AM,Not agree,Not agree
07/20/2021,CA,"3,927,762","3,771,977","155,785",1390,0,"63,664",,,0,0,07/21/2021 12:00:00 AM,Agree,Not agree
07/07/2021,MS,"323,641","197,826","125,815",479,226,"7,437","5,124","2,313",2,0,07/08/2021 02:26:57 PM,Agree,Agree
03/03/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/20/2020,MS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/17/2020,MD,"171,823",,,2018,0,"4,514","4,350",164,19,0,11/19/2020 12:00:00 AM,N/A,Agree
03/16/2020,DE,10,10,0,1,0,0,,,0,,03/18/2020 12:00:00 AM,Agree,Agree
03/19/2020,NH,44,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/26/2020,CT,"172,743","162,449","10,294",0,0,"5,791","4,686","1,105",0,0,12/27/2020 02:44:47 PM,Agree,Agree
02/17/2020,WA,1,,,0,0,0,,,0,,02/19/2020 12:00:00 AM,N/A,N/A
04/16/2020,ME,796,,,26,,27,,,3,,04/16/2020 04:22:39 PM,Agree,Agree
07/06/2020,CT,"46,976","44,997","1,979",259,3,"4,338","3,466",872,3,0,07/07/2020 02:58:02 PM,Agree,Agree
10/08/2020,MS,"106,405","95,782","10,623",694,186,"3,360","3,044",316,12,2,10/10/2020 12:00:00 AM,Agree,Agree
04/29/2020,MS,"8,213","8,176",37,301,3,568,567,1,26,0,05/01/2020 12:00:00 AM,Agree,Agree
06/04/2020,CA,"144,174","143,987",187,3898,5,"4,994",,,65,0,06/05/2020 12:00:00 AM,Agree,Not agree
06/24/2021,IN,"752,395",,,287,0,"13,862","13,438",424,7,0,06/24/2021 12:00:00 AM,Not agree,Agree
06/30/2020,NV,"18,684",,,553,-9,529,,,-7,0,07/01/2020 03:45:16 PM,,
06/29/2021,ND,"110,707","101,522","9,185",27,11,"1,528",,,0,0,06/30/2021 02:11:39 PM,Agree,Not agree
04/16/2020,VI,53,,,2,,1,,,0,,04/16/2020 04:22:39 PM,,
05/24/2020,VI,69,,,0,0,6,,,0,0,05/25/2020 02:12:49 PM,,
12/13/2020,ID,"121,179","101,477","19,702",547,36,"1,175","1,058",117,6,1,12/14/2020 02:36:45 PM,Agree,Agree
02/02/2021,NE,"192,170",,,1090,0,"1,931",,,11,0,02/04/2021 12:00:00 AM,Not agree,Not agree
09/30/2020,MS,"101,499","92,396","9,103",612,187,"3,249","2,959",290,13,3,10/02/2020 12:00:00 AM,Agree,Agree
12/19/2020,NC,"495,314","453,461","41,853",6957,"1,137","6,964","6,542",422,70,12,12/19/2020 12:00:00 AM,Agree,Agree
05/04/2020,ND,"1,225","1,225",0,34,0,25,,,0,0,05/05/2020 05:25:08 PM,Agree,Not agree
05/27/2021,NC,"999,643","851,866","147,777",684,186,"13,297","11,724","1,573",7,0,05/27/2021 12:00:00 AM,Agree,Agree
07/06/2021,NC,"1,016,310","863,811","152,499",577,189,"13,496","11,897","1,599",2,0,07/06/2021 12:00:00 AM,Agree,Agree
10/13/2020,CA,"882,323","874,886","7,437",2282,65,"17,551",,,45,0,10/14/2020 12:00:00 AM,Agree,Not agree
01/22/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
04/28/2020,MT,451,451,0,0,0,15,15,0,-1,0,04/29/2020 06:12:08 PM,Agree,Agree
07/27/2021,NE,"227,848",,,205,0,"2,280",,,-4,0,07/28/2021 01:51:39 PM,Not agree,Not agree
12/30/2020,ID,"139,864","115,850","24,014",1340,323,"1,403","1,240",163,10,2,12/31/2020 02:55:07 PM,Agree,Agree
05/04/2020,NC,"12,752","12,745",7,172,0,496,496,0,19,0,05/04/2020 12:00:00 AM,Agree,Agree
04/21/2020,DE,"3,308","3,261",47,278,5,89,79,10,17,10,04/23/2020 12:00:00 AM,Agree,Agree
03/02/2020,WA,1,,,0,0,6,,,5,,03/04/2020 12:00:00 AM,N/A,N/A
03/13/2021,MD,"393,441",,,1961,0,"8,556","8,354",202,16,0,03/15/2021 12:00:00 AM,N/A,Agree
05/23/2021,NV,"322,622",,,135,0,"5,552",,,0,0,05/24/2021 01:46:58 PM,,
08/21/2020,NC,"158,659","156,263","2,396",1805,85,"2,703","2,696",7,16,0,08/21/2020 12:00:00 AM,Agree,Agree
09/02/2020,VT,"1,488",,,2,0,57,,,0,0,09/04/2020 12:00:00 AM,Not agree,Not agree
02/16/2021,NC,"838,649","731,855","106,794",3721,829,"11,820","10,470","1,350",45,3,02/16/2021 12:00:00 AM,Agree,Agree
03/24/2020,WA,"2,322",,,189,0,123,,,13,,03/26/2020 12:00:00 AM,N/A,N/A
11/08/2020,WI,"281,910","267,410","14,500",4407,127,"2,392","2,312",80,11,0,11/09/2020 02:38:54 PM,Agree,Agree
03/08/2020,CA,"1,570","1,548",22,156,0,153,,,1,0,03/09/2020 12:00:00 AM,Agree,Not agree
01/31/2021,ME,"39,542","31,853","7,689",219,52,595,585,10,5,0,02/01/2021 02:50:29 PM,Agree,Agree
05/01/2020,AL,"10,387","9,925",462,358,6,403,384,19,18,0,05/03/2020 12:00:00 AM,Agree,Agree
10/12/2020,WI,"160,331","152,192","8,139",2016,60,"1,484","1,474",10,9,0,10/13/2020 01:29:38 PM,Agree,Agree
10/10/2020,GU,"2,989",,,0,0,58,,,0,0,10/11/2020 01:47:22 PM,Not agree,Not agree
12/26/2020,AL,"365,508","292,000","73,508",3459,"1,114","6,805","5,606","1,199",71,21,12/28/2020 12:00:00 AM,Agree,Agree
11/07/2020,CA,"1,008,650","997,025","11,625",8455,347,"18,684",,,41,0,11/08/2020 12:00:00 AM,Agree,Not agree
05/31/2020,VI,69,,,0,0,6,,,0,0,06/01/2020 02:17:42 PM,,
01/24/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
10/17/2020,NE,"57,338",,,620,0,548,,,1,0,10/19/2020 12:00:00 AM,Not agree,Not agree
10/02/2020,MT,"14,283","14,283",0,459,0,186,186,0,3,0,10/03/2020 01:39:53 PM,Agree,Agree
08/23/2020,ID,"29,853","27,815","2,038",191,13,307,278,29,1,0,08/24/2020 01:54:34 PM,Agree,Agree
05/11/2021,MO,"591,430",,,522,193,"8,988",,,3,0,05/13/2021 12:00:00 AM,Not agree,Not agree
03/24/2021,NC,"905,472","781,802","123,670",2022,560,"12,574","11,115","1,459",14,1,03/24/2021 12:00:00 AM,Agree,Agree
