clean_text,label
 How old are you? Mind your own business clown. The masks don’t do shit. Did any of the looters wear a mask or practice social distancing? NO! Now that’s news you should be reporting crybaby!,1
Just wondering how anyone expects to get the pandemic under control without Trump and his fellow insurrectionists being held to account. These are the same people who think Covid is hoax and mask wearing is against their rights.,0
"@ChrisWickNews Well, how about most of us who don't wear a mask don't WANT the vaccine? Man, some of you are really sheep....",1
@HHSGov @NIH @NIAIDNews  masks don’t protect children from neurologically health Damaging and life threatening medically cultured education predatory dangers. ,2
"Says the mask mandate is a ""ticket to freedom"" bc it allows a lot of openness not otherwise available during the pandemic.",2
"I mean, yes. The government needs to implement a mask mandate and another shut down but even if they do people will be screaming about their rights and still not taking this seriously. ",0
"I, LEGITIMATELY, don't understand when people claim that a mask mandate infringes on someone's rights. By that logic, asking you to wear PANTS infringes on your rights.",0
"Lol @ people saying, “I respect that you’re choosing to wear a mask—I choose freedom. 😌”Like wut 🤨",1
I get that using her high perch for helping small business shopping and all. But does a tree need to fall on her before she sees the suffering of her fellow Dakotans? But it shouldn’t take a Governor to tell you wear a friggin mask! And they call us #sheeple for wearing them! ,0
@FoxNews Guess one can’t have an opinion re the election but can choose to not wear a mask and get as close as you want cause the later is about freedom &amp; the former denotes radical socialism,2
"@thedailybeast No don’t think so, there are more important issues than covid ....and it’s gonna be #Trump2020LandslideVictory #unmask  and fearless I am voting @realDonaldTrump ",2
my bf told me his work is firing (already has fired) ppl who refuse to wear a mask during shift. imagine giving up your 6 figure salary bc you feel “oppressed” wearing a piece of fabric on your face. clown shit,0
Personal responsibility and freedom to not wear a mask. But...Can’t trust the majority of voters decision. That kind of personal responsibility and freedom is not allowed. It’s almost like they are full of crap. ,2
"@AlpacaDhali @jumblejim Now that is terrifying!! What has our world, our country came to? People don’t want to wear masks because it violates “their rights” and so many will lose their lives from COVID and they riot because of “their rights” what about the ones that died rights??",2
"@NBCNightlyNews If pyramid schemers in Utah County don’t smarten up, Utah will have yet another shameful statistic that will stain their heritage. Covid’s kicking your butts, Provo/Orem.  Wear your freaking masks, you ignorant sheep! Shame!",0
"To mask or not to mask?It’s not a choice; it’s a responsibility. It’s not a freedom of expression; it’s a civic duty. It’s neither Church nor State, it’s Science. Get it?                        #COVID19                                                   #frontlineworkers",0
"Happy Pride Everyone because of a trans sex worker who sold herself on the streets to take care of gay youth and who stood up for our rights we are celebrating the 51st year!! You inspire me, please wear masks and celebrate social distancing Fam!🌈☮️1❤️🇺🇸 ",0
"Key phrase:“mayor isn’t sure about masks”FFS, this isn’t even about “freedom.” She literally is saying she thinks masks spread Covid. ",2
"Every damn one of you that thinks freedom of choice mean I don't want/need to wear a mask, you have chosen to try &amp; kill everyone around you! Which mask will you choose for a loved one or yourself? ",0
"Thank you @PeteButtigieg The gov’t has no business dictating women’s reproductive rights. It’s fascinating to observe the level of anger from men over mask mandates during Covid. See... its not fun when the gov’t tells you what to do with your body, is it? ",2
Exactly! Spot on. The same people that said they didn't need to wear a mask because it violated their rights are the same group saying well these people should of just went inside. Say it louder for those in the back! ,2
"black lives still matterlgbtq+ rights are human rightsclimate change is realwear a damn maskNEXT FOUR, BABY ",0
Me: *posts a cry for help for people to wear masks because I am emotionally exhausted working at a hospital &amp; need this pandemic to end*People: “I respect nurses but I will not wear a mask because I’ve done virtually no research &amp; I don’t believe in your scientific education.”,0
"Religion hits again. Most vaccines use fetal tissue. In just one year, religion was used to:✅ Block efforts to wear mask.✅ Fight equal rights.✅ Cancel women's right to choose.✅ Fight against vaccines.These ""moral"" ground have killed thousands.",2
God bless you President!! You are absolutely right. But Obama and Biden never closed anything down and we didn't have to wear a mask. I say the flu is worse and we need to get immune. If ppl are afraid to go out then don't go or wear a mask but I choose freedom along with others. ,1
"@theblaze Legally speaking, a Federal mandate to wear a mask does NOT interfere with your First Amendment rights!",2
"@RepJeffDuncan Nurses should also have the freedom to not treat stupid people! If you don’t wear a mask and get sick, you should just lie in a morgue till you pass away!",0
"If you don’t wanna wear a mask, no one is forcing you. But your freedom doesn’t mean I have to allow you in my store. Cussing me out &amp; threatening to sue me isn’t gonna change the policy 😘😘😘😘",0
"ANOTHER person who worked at king Soopers in cap hill died from covid. And there are still righteous (mostly white) privileged folk walking around without a mask yelling about freedom not being free. Well, it wasn’t for James McKay, the worker who died from covid-19.",0
@Angry_Staffer Isn’t one of their “freedoms” they’re “fighting” for the right to NOT wear a mask???? #CosplayWarrior#DarwinAwardWannabes,2
@CIoudyCloud Right there with you... I don't wear a mask haven't this whole time and have not caught the virus... I'll take my chances,1
"Dear Sturgis, South Dakota -Please stay in Sturgis. Your freedoms shall not infringe on public health. FFS, wear a mask. Thank you,Everyone Else.",0
@UmmmmNo8 @TheSydneyA Many already are. A lot of them are libertarian too. They think lavender is medicine and asking them to wear a mask infringed on their rights.,0
All you sheep are still masked up too 😂 ,1
"They be leaving reviews like “forced masks” “masks r stupid” like grow the fuck up and stay yo ugly, ruddy duddy cruddy ass home if you don’t wanna wear a mask.",0
Karens using the civil rights act to not wear a mask breaks my heart man 🙁,0
"@DavidHoban8 @pengraiggoch Post hoc my arse. All it takes is 1 person with the virus &amp; a bunch of selfish ""freedom lovers.""We had that here August 7 when 65 attended a wedding &amp; deliberately ignored mask-wearing &amp; social distancing. 161 COVID cases &amp; 3 deaths so far, most not even present at the wedding",0
"I'm tired of hearing people cry, they don't want to wear a mask because it violates their constitutional right. BITCH SHUT UP! Your constitutional rights went out the door when the seatbelt law passed. Mask up and seatbelt on! #COVID19 #coronavirus  ",0
"The absence of testing, the absence of data, ignoring and denying it will NOT make the virus go away!Complete compliance with masking and social distancing for a month to 6 weeks would get us where we need to be but won’t happen cause “my freedoms, my freedoms!” ",0
Shoutout to texas for not forcing people to wear a mask anymore. Doesn’t mean people shouldn’t wear it. It’s just good to know you’re not forced to have a mask on if you don’t want to.,2
"@oliverdarcy @PaulaReidCBS Pence doesn’t say much, but when he pontificates about the Constitution you better listen, because I missed the day in Constitutional law when we learned a mask requirement in a pandemic violates your freedom of speech and freedom of assembly “enshrined in the Constitution” #WTF",2
@str8edgemusik @OcalaStarBanner so you can advocate for the protesting of having to wear a mask because it’s against your “freedom” but when they FORCE people to not wear a mask it’s an “awesome job”??? sit down lady,0
"Abd this is why I refuse to wear a mask. Wake up, sheeple ",1
@MoonsOfJupiter1 @freedomdfighter @He48300141 @Sheila11415407 @lvraybon @Tialin Tucker Carlson just reported the CDC reported no proof masks have any effect with covid19. Spreading or stoping the disease.,1
@Jacks0n4Justice @Savion Masks do not prevent you from getting the Wuhan virus.,1
Don’t ever talk to me about freedom and personal responsibility if you can’t wear a mask. Rights come with responsibilities.,0
"@pratrp @StockingMillCCO @ClaudesBBQ I was about to get out of my car for a meeting. No, I don’t wear a mask in my car alone.",0
@B52Malmet @USATODAY As with MAGA's dubious claims of 2A rights (don't think the Founders envisioned assault style weapons) their whining about wearing masks during a deadly pandemic do not supercede my family's right to life (&amp; for all Americans).#NoShirtNoShoesNoMask = No Service.,0
I'm willing to bet 5 bucks that the people who like the TSA Instagram account are the same people who won't wear a mask because it violates their freedoms!,0
@freedom_angels spent Sunday harassing Contra County health dept (outside his home) for doing a good job keeping COVID rates low.  They’re #antimask and want him to open now @thereal_truther @DrPanMD ,2
@2MintyS @hometownqueer @jdonovandurney @AhabsArtwork @glennEmartin Which therefore is all the more reason you should wear a mask!  You can be a symptomatic.  Refuse to wear a mask for “personal freedom” while you can infect others?  Same as thinking driving drunk is ok- you may or may not kill someone.,0
"Tell me again why people don’t want to wear a mask? Tell me again why it’s so hard to respect your fellow man? Tell me again what rights are being violated by asking people to wear a mask and respect their neighbor, cause I can’t find that right documented anywhere. #WearAMask",0
Those shit heads not wearing masks “for freedom” officially step on the rest of our freedoms... #WearADamnMask #WearAMask #COVIDIOTS  ,0
Yes please!! #donewiththemasks ,2
@JoyVBehar I drink that Red koolaid everyday and u know what? The covid stuff maybe working with Dems but not Republicans because we know the Science wear a mask social distancing and if i want to wear a mask and the next not thats there freedom!,2
"@ScottFishman Which all becomes moot when a drunk driver runs a red light and t-bones your family’s sedan. Or, when a maskless “constitutional freedom-fighter” gives you coronavirus at the grocery store.At the end of the day, we *are* our brother’s keeper, Scott.",0
"@HrothgarOlafson @KarlHun27985381 There ya go .. conservative,  carnivore who loves America and its Constitutional rights. Go toss your cookies elsewhere..dont forget to wear a mask and be fearful of life itself.",0
How disconnected do you have to be to STILL NOT KNOW HOW TO WEAR A FACE MASK?,0
"@kemc Winter is coming. This is scary. Covid is real. We’re fine with schools making sure girls don’t wear spaghetti straps to school, But we won’t mandate masks to protect the community because of “freedom”?",0
"@RobertCFP @thesamsorbo Too many mask wearing sheep for that to ever happen. Had 3 different people tell me about relatives the caught COVID-19 they all said their family did everything they were told, wore masks, stayed home, never went around anyone. So do masks work? No!",1
"@washingtonpost So...the choice is possible sickness and death, including that for others, or your personal freedom not to wear a mask.  Faux’s me, me, me ideology spreads like poison ivy.",0
"@JustinForCT @tdohrmann @RepVernonJones @realDonaldTrump @JoeBiden @DNC Has nothing to do with racism, that seems to be an answer for everything today racism. I'm Not   racist by any means!! Today's  update - they say sheeple are people that are wearing masks and SOCIAL DISTANCING if your are  an American you're a human being and all lives matter ❣",2
"South Dakota has been hit hard by Covid19. Last week, @volkskrant (Amsterdam) sent me to photograph a state choosing mask freedom over mask mandates. Story by @MickPersson and thanks editor Veronique Smedts. Article:  (Chrome translates Dutch to English). ",2
"Just an so I can have this right, if you wear a mask, you're a sheep. If you wear a red hat, with the exact same slogan, you're an independent thinker, who is too smart to be a follower? ",1
@MadMax_1988 @Jeanne_Mann Part of the reason why I don’t wear a mask,1
"@RepGregStanton Ridiculous. 🤦‍♀️ Masks are horrible for your body’s immune systemPeople touching their faces &amp; wearing face diapers causing more bacterial pneumonia etc. Go ahead, wear your mask that is clearly about CONTROL. I already have cancer and know that depriving my body oxygen is not OK. ",1
@DareToFly777 I don’t wear a mask due to my severe asthma... I have never been approached by anyone with ill intentions. Thank God,1
"@JThappadude @JacobMrWright @GovLauraKelly Where did I say I don’t wear a mask? I don’t trust mail in ballots, I want to vote in person, with a mask and social distancing. You don’t know me or what I do, who and what I care about. So sow your roll",2
@reopenpa @BringAWarrant @GovernorTomWolf @CDCgov OPEN the jobs &amp; schools. We refuse any more insanity from ex-Gov. Newsom. We refuse to wear masks or lockdown or be vaccinated.  OPEN the jobs &amp; schools. 30 hour work week @ 40 hours pay for all Teachers &amp; state employees.  Rally at every City Hall every Sat. noon &amp; laugh,1
I'm convinced that if Americans had to ration goods and services to help America like my grandparents did during WWII they wouldn't do it and would consider it an infringement on their rights. #WearAMask,0
"@pcors81 @HumphreyPT @realDonaldTrump Masks are to contain the spread.  I don’t wear a mask to protect myself, I wear it to prevent asymptomatic spread to others.  Mandates are only necessary because some assholes are too selfish to wear one voluntarily",0
"I bet if @realDonaldTrump told people masks were “weapons against coronavirus” and they should protect their #2ndAmendment rights by wearing them, there would be a lot less pushback. Probably help those same people by saying coronavirus is “black”. Win some lose some 🤷🏽‍♂️",0
"@RodHargrove @RoArquette @mhdksafa Sadly too many Americans don't care about those facts. They only care about their own damn, selfish, arrogant rights with no thought to responsibility! Every anti-masker pos is responsible for the horrifying mess we’re in and for the 400,000+ #COVID deaths! #WearAMask #COVIDIOT",0
@KamalaHarris Stop the RAPE. 🙋🏾‍♂️OPEN schools. We refuse any more insanity from Gov. Newsom. 🙋🏾‍♂️Fathers raping kids. We refuse to wear masks or vaccines. OPEN the jobs &amp; schools. 30 hour work week @ 40 hours pay for all Teachers &amp; state workers. Rally at every City Hall every Sat. noon,2
This is what socialism looks like. The make up ridiculous laws to force compliance and take away your civil rights to choose to wear a mask or not. This whole coronavirus lockdown has been a scam to ruin the economy in the hope Biden will win the Presidency.  Not going to happen. ,1
"#PotentiallyUnpopularOpinion(I have a lot of those, especially post- #COVID19 .)Stop saying #God “took” someone who died of #COVID19 .Dont blame #God .Blame #Karen who won’t shut up about how her #civilrights are supposedly being violated because she has to wear a mask",0
"No masks, no social distancing... just another day in the life for the MAGA folks who continue to complain that they want to get back to normal ASAP. Newsflash: masks are your ticket to that freedom! ",0
"The Conservative Media keeps downplaying the severity of the COVID-19 Outbreak, and I’m flabbergasted by the amout of people in my community who walk around in groups without masks or adequate distancing. #WearAMask",0
"Pt.3 @MikeDeWine #Ohio #COVID19 #facemask WARNING ⚠️ Trigger ahead, he still WEARS a MASK without any complaint, oh my &amp; he’s almost 73 with severe lung &amp; allergy issues. So before all you young kids and older ppl think  this pandemic is just a sheep following hysteria think",0
"@JohnKingCNN ""it sure does feel we should not be going to the hospital as we do"" We've become experimental race of beings some of which may be too cautious as well not cautious enough... not allowed freedom but liberty wear mask command@KaitlanCollins @brikeilarcnn #coronavirus",2
"Hi Kingdom builder, thx yu! They are The Coyote Fear Eyes Mask People! Brainw sheep! First in line for SatannGates Satan Faucis Deadly DNA changing Cov chip vaccine! Snc Deb ",2
Ok! @CalNBC you got my attention at Lake Geneva. Fashion forward &amp; matching! @craigmelvin called it as I'm tweeting! Let the competition begin! Who could have predicted that masks would become a fashion statement.@NBCNews @MSNBC #COVID19 #coronafashsion #NewReality,2
@SWAtlasHoover I’d like to have the freedom to travel and dine indoors without the very real possibility of getting infected with a virus that has killed 1.3 million people. If you morons had been pushing masks and social distancing guidelines you’d have your precious freedom today.,0
Take the mask off your face or throw it away or burn it it doesn’t do nothing for you only sheep wear a mask ,1
Just think if we had been wearing masks at the start? We had a smoky December 2018 and the air was very bad. Didn’t have anybody balking about a mask. It was for their health.  Now-but my rights! What a shame @CDCgov ,
Many Americans say it's 'their right' not to wear a mask. Experts say it's a 'threat' to the coun...  via @Yahoo UHHH...YEAH ! This is national health emergency.   You DON’T have the usual rights.  How about this — you have a responsibility to wear a mask!,
Screaming @ COVID police...like these masks have been a public fashion statement,
@DavidJHarrisJr @oyez3 I will not wear a mask for these idiots.,
I have been saying this from the very beginning. Our proclamations of freedom is a facade for our arrogance.  #wearthemask #SocialDistance #WashYourHands ,
"BREAKING:To many Republican voters, ""masks have a symbol of assaults on freedom,""#BIDENKAMALA 💯🔆🍂#GEORGIA2020 💯🔆🍂#DEMVOICE1 💯🔆🍂With pandemic raging, Republicans say election results validate their approachBy Griff Witte",
It has been my belief that anti-maskers don't only want freedom to not wear a mask they want to impede your freedom to wear a mask as well. We've seen people get violent over seeing others wear a mask and now we see a sheriff forcing others to not wear one. This won't be the last ,
@koat7news @GovMLG I don’t wear a mask and never will!!,1
"@PatManleyOhio True patriotism is being able to make personal sacrifices for the common good of the country. If people can’t do something as simple as wear a mask because it infringes in their freedom, then we’ve lost sense of shared purpose.",
I think the reason I don’t get maskne is because I don’t wear a mask often enough because I don’t go anywhere,
"My Mom is in ICU and the prognosis is not good (brain injury/pneumonia/blood infection). Because of COVID protocols no one can see her. She will likely be alone, and likely pass alone. For everyone still bitching about freedoms, no masks and a “big hoax”... fuck all the way off.",
Thx yu Blubd masked sheep refuse to wake up! It’s in line fir Satan Gates Satan Fauci DNA changing evil chip tracking Lucifer Cov lethal vaccine! Snc Deb ,
"Americans really said, yeah I could die whenever, tomorrow isn’t guaranteed, but I refuse to wear a mask so I could live my life to it’s fullest potential. ????   Crazy to think we’ve wasted over half a year living life just coping with a pandemic instead of fixing it.",
People are whining about freedom to not wear a mask. This is the real freedom we are missing out on because of Trump. ,
Can’t believe we are *still* trying to educate ppl that masks aren’t infringing on their rights 😒 ,
"@PatManleyOhio Well if certain adults would’ve been adults and stepped up to do what was needed to stop the spread of #COVID19 in the spring instead of demanding their “freedom” not to be slightly inconvenienced by a mask, then kids could’ve gone back to school full time in the fall.",
Wearing a mask doing this pandemic violate your right wearing chains violated the rights of all sorts of slaves who gave a damn,
once COVID chills out ‘Mask Off’ is gonna be #1 on the charts,
But please dont take away their freedom to not wear a mask. That would be way bigger imposition on the US than shutting down state capitols and DC. #perspective ,
"Politicians &amp; ""Experts"" are NOT healthcare providers #COVID19  #UnmaskUs #TruthTelling #OpentheUSA ",
"If masks work, why is infection rate going up? All a hoax by our new state dictators. ",1
"Selfish karens and your co2 poisoning bullshit. You're not sheep for wearing masks. The government isn't controlling you. This is a once in a lifetime pandemic, not a fucking hoax. ",
"#coronapocalypse2020 #starwars #darthvader #lukeskywalker #wearamask #butmuhfreedoms @ Henderson, Kentucky ",
"while simultaneously downplaying the severity of COVID 19.Or maybe he’s really caught the virus that he called “a hoax” &amp; said would “miraculously disappear”, in a “miracle”, after eviscerating Joe Biden for wearing a fucking mask.Either way...../end",
"If you think COVID-19 is just a HOAX; it will miraculously go away; feel that wearing a mask infringes upon your freedom/rights; fail to practice social distancing,  WHY IN THE HELL WOULD YOU TAKE A VACCINE? SMH I DON'T GET IT.",
@GovAbbott @GregAbbott_TX Texans want freedom please rescind the mask mandate! ,1
You do notice that MSM like @ABC never speak about all of the protesters walking shoulder to shoulder (no social distancing) in groups of hundreds if not thousands with or without masks but they always try &amp; show people exercising their rights just as protesters do? ,
@NicoleSGrigg So Dancin’ Doug said he will protect 1st Amendment rights to sit shoulder to shoulder w/o masks in closed environment in raging pandemic over public health concerns. Did you hear that?,
"Two perspectives in the USA. Over 80,000+ people continue to die from COVID-19 as doctors, nurses, police &amp; grocery store workers hang on. Others celebrate normalcy &amp; freedom inside a bar after stay-at-home orders lifted in their state. They don’t adhere to masks or distancing.",
@bexters99 @RexChapman Except it doesn’t at all - covid hasn’t resulted from people exercising their constitutional rights in masks 🙄,
"@WFLA Apparently those with authority to restrict our rights believe that wearing a mask, in itself, will prevent the spread of #COVID19 🤪 The suppressors of freedom have spoken, capitalism can rebound, ppl are free to socialize, simply wear a mask, Right 🙄",
🤔🤔🤔🤔It's plain and simple masks need to be freedom of choice if you're worried about a disease that has over 99% chance of recovery wear a mask the rest of us willing to take that 1% risk it's our right to freedom because we are citizens of the United States.,
"@anthony_klee @ChristianSDown1 @DJ_Spedgetti @509ShawnG @realDonaldTrump The ONLY one politicizing this virus is tRump. Everyone else is doing what they can to flatten the curve!! The only ones you see w/o a mask are people saying it infringes their rights, or does no good, which time after time has been proven false!",
I don’t get paid enough to deal with grown men treating me like garbage because they’re big babies that can’t wear a piece of fabric over their ugly faces. Just wear a freaking mask! It’s not that hard! And be nice to service workers!,
"@DrJoshBowman LOL I don’t wear a mask, but if you send me your address, I’ll send you a king cake!",
"I love people shouting about how covid isn’t that deadly. I get that I probably won’t die if I don’t wear a mask, but I’m also not into the idea of hanging out in the hospital hooked for a ventilator for multiple weeks, ya know?",
Imagine being such a self centered POS that you genuinely believe a little 1/8 inch piece of fabric is so suffocating that it causes enough asphyxiation that you don’t need to wear a mask. Meanwhile our lungs are capable of intaking up to 6 liters of oxygen in a single breathe😑,
"@RepAndyBiggsAZ No more lock downs. Enough is enough. Everyone did what was asked and more. Give us back our freedom of choice. If you want to wear a mask do so, if you want to lock yourself in your home do so. Allow people who want to live and earn a living do so.",
It’s always freedom isn’t free until somebody asks you to make a simple sacrifice to protect the freedom of others in a pandemic. Wear a mask. Defeat COVID-19. #utpol ,
"The “don’t wear a mask, don’t be a sheep” narrative is just...so not it...please seek professional help..",
@IngrahamAngle Be a sheep and wear the mask,
" imo, not a record we want to hold or continue breaking unless we spell it ""braking"" but that won't happen til empathy returns over personal rights and freedoms to not wear a mask and casually spread a virus we already struggled to contain. #MasksSaveLives",
"@BorisEP @JoeBiden When you let 6 months pass as a deadly virus decimates American lives, families, jobs, &amp; businesses, &amp; use fear to divide instead of solidarity to unite, this happens. Masks, social distancing, testing, &amp; staying home - &amp; this all goes away in a month. “What do you have to lose?”",
"@tUgod4Q @mayorcantrell Exactly.To police mask with crime rampid in this city is ass baskwards.I use to support her stance very early on. As a prev researcher who been in close contact for several min with patients with deadly respiratory illnesses daily, I survived. Wear mask until this over.",
"@MarkChangizi And cry me a river about civil rights. Crying about wearing a mask, social distancing messing up people’s rights? Yeah, it’s Nazi Germany. Come the fuck off it. A bunch of fucking whiny ass babies masquerading as adults. Their right not to wear a mask, that it? ",
😂 Meanwhile his sheep were running around mask less and unprotected. ,
"@SalSwift @JoelMBeall The players take multiple tests. If they’re playing, the tests were negative.Remember, masks don’t protect you, the protect the people you come in contact with. So really no reason for a player who tested negative to wear a mask.",
"Wearing mask when out doors, I don't wear a mask when walking around. My reason because its dumb. ",1
@PhillipMullinea @ChelseaClinton And we can’t get over Trump letting covid get to this point without at least telling his sheep to wear masks. He chose to say it is like the flu and the numbers are fake. El Paso has at least 6 trucks to store the dead in. Think of loved one in a body bag in the back of a semi.,
As a former health care professional I would’ve bet my house on this COVID-19 epidemic to rear its ugly head. Americans really need to wake the f up. I’m so sick of hearing people say Boo hoo it’s against my rights to make me wear a mask well when you kill your family then what,
"@BidenWin2020 @JoeBiden I agree that mask wearing, social distancing is a.major problem in my area. The non makers, your taking my rights away opponents are even trying to impeach our governor.  Should be dismissed",
"Plandemic'ers/Anti-Maskers/Anti-Lockdown or whatever the are the fucking scum of the earth, if your ok with this virus running its course with no regard for anyone, you deserve no rights",
"@blairwilson_rd And now those who live in freedom can’t be bothered to wear a mask to save the greatest generation’s last survivors, not even for a few months...",
@_ChefDon_ Truly wasn’t trying to be condescending nor facetious.  Just trying to understand why would you choose to workout uncomfortably over the freedom of home. It does sound like they have a great Covid plan at your gym but still working out with a mask sucks. That was all.,
@AdamRob38 @TraciiGuns @ScottBaio Cases are surging because of idiots not wearing masks and social distancing. It’s pretty simple thing to do but Americans claim it’s infringing on their rights. Italy is surging and even Denmark who had very low positive cases.,
"if i can wear a mask for a 10 hour double shift at work, you can wear one for 2 minutes while you get taken to your table in a restaurant. a piece of cloth is not infringing on your rights or making you a “sheep.” thanks for coming to my ted talk.",
@davenewworld_2 This is not a fight for your rights!!! It’s a fight for the lives of people who are susceptible. People who have other health problems that combined with Covid 19 could end their lives!!!!#WearAMask,
"The same people who are bitching about wearing masks, Covid-restrictions or any other things impeding on their individual freedoms and liberties 🙄 are the same ones bitching about a vaccine which is our only hope to get out of this mess. 👁👄👁",
REPORT: 85% of Alleged Coronavirus Contractions were people who Wore Face Masks. REPORT: Every Single Clinical Study Around the World Confirms Face Masks will Not Prevent Viruses. REPORT: Wearing Face Masks will Cause Bacterial Pneumonia - that will be Charted as Coronavirus. ,
@davealoft @Arthur27731308 @joanna_louise0 @elouiseh_ Well enough people out there think their rights are infringed upon when being made to wear a mask which ruins it for the rest of us. Like gathering together eating a meal without a mask.,
There’s nothing patriotic about being forced to wear a mask. There’s nothing patriotic about not having the freedom to choose if you want to wear one or not. ,
"@uTobian Mass Suicide by vaccine. People are committing suicide by face mask.  I never wear a mask, bc I am immune, bc I am blood type O. ❤️ paul Kangas 4 Governor.",
"I agree with you but leadership does start at the top. If Trump would've promoted mask wearing and social distancing, his supporters would not be crying about civil rights. Rather they would've put on a mask and followed his lead. Perhaps we wouldn't be where we are now ",
"@tkerssen So, a mask to prevent the spread of coronavirus is tyranny, but this is freedom?",
"@Liz_Wheeler I don’t wear a mask now, sooooo...",
"@santamonicacity We have too many people in our city that still refuse to wear a mask, locals and tourists. Please listen to science. It’s very selfish when you don’t wear a mask and it’s probably going to lead to another shut down. You’re not a sheep if you wear one, you’re considerate of others",
"@KFCBarstool Imagine of you were so angry about institutionalized oppression, racial injustice, and militarized police states that you would risk coronavirus to protest... I didn't see tear gas and a fence for the ""masks violate freedom"" protests.",
"If you have any free time today!!👇🏾Innocent lives being taken in large amounts everyday, simply bc Nigerians wish to have basic freedoms we tend to take for granted. These wishes are often met with humiliation, abuse, r*pe, and death. Change is needed. #EndSARS #WearAMask ",
I hate the fact he licks his finger after every page. I don’t know why it’s so fucking hard to wear a mask. Americans can’t handle freedom and it’s embarrassing. ,
"Don't be naive! WEAR THE MASK! It's not government conspiracy to deny you of your rights, it's also about you thinking about your community rather than yourself! ",
"@TX_WalkerRanger Hell yes! I don’t wear a mask, won’t wear one! My body my choice!",1
Dudes in college won’t wear a mask cuz it “violates their rights” but then go rush a frat that makes them eat a gallon on mayonnaise every week while blindfolded after getting beat up in a dark basement and are completely fine with that,
"So, we suspected that there are passive-aggressive mask wearers out there and yup, I met a proud one today. If I hear one more word about freedom to not wear a fucking mask I am going to explode!!! And then she says my husband says everyone’s gonna get it anyway...I wonder why??",
These people are saying how oppressed they feel about being forced to wear a mask.. How privileged do you have to be? 🥴,
"@franakviacorka I value their efforts and applaud their courage. I have to ask if COVID-19 has been cured, there? So many of them are maskless. Just doesn't make sense to fight for freedom, and then die before you get it because, you didn't wear a mask. #VirusDontCare about human rights.",
@yankeechick78 @TomBrady I don’t wear a mask outside.  Toolbox,
A Mumbai slum got the pandemic under control &amp; here we are in dumbfuck America squealing about masks &amp; shutdowns infringing on civil rights while prolonging the very situation causing restrictions...a consequence of the #dumbingDownofAmerica which started in the 1980s.#COVIDIOTS,
Idiots! Can we at least give them tats that say they refuse to wear masks &amp; social distance so when they get to the hospital the Med staff can have “freedom” to send them home to die? ,
"@NoMoSocialism75 @JamieMariePope @sassenachdarby I don’t wear a mask because I do not leave my house.  When I do, I wear a N95 to maximize protection under the advisement of my son’s doctors.",
We refuse to wear a mask! #unmaskamerica #Reopencalifornia #yeson22 ,1
